Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"takeScreenshot(""C:\xampp\htdocs\customer\img\TC03.png"")",Chrome 122.0.0.0,,,05-03-2024 12:31:00,05-03-2024 12:31:00,0.310s,PASSED
closeBrowser(),Chrome 122.0.0.0,,,05-03-2024 12:31:00,05-03-2024 12:31:00,0.094s,PASSED
,,,,,,,
Test Cases/UC01 - Katalon11Test/TC0104,Chrome 122.0.0.0,,,05-03-2024 12:31:00,05-03-2024 12:31:04,3.244s,PASSED
"openBrowser("""")",Chrome 122.0.0.0,,,05-03-2024 12:31:00,05-03-2024 12:31:01,0.550s,PASSED
"navigateToUrl(""http://127.0.0.1/customer/"")",Chrome 122.0.0.0,,,05-03-2024 12:31:01,05-03-2024 12:31:01,0.049s,PASSED
"setText(findTestObject(""Object Repository/Page_Customer Details Form/input_First Name_firstname""), ""Johnjohnjohnjo"")",Chrome 122.0.0.0,,,05-03-2024 12:31:01,05-03-2024 12:31:02,0.575s,PASSED
"setText(findTestObject(""Page_Customer Details Form/input_Last Name_lastname""), ""canoncan"")",Chrome 122.0.0.0,,,05-03-2024 12:31:02,05-03-2024 12:31:02,0.546s,PASSED
"setText(findTestObject(""Object Repository/Page_Customer Details Form/input_Age_age""), ""75"")",Chrome 122.0.0.0,,,05-03-2024 12:31:02,05-03-2024 12:31:03,0.546s,PASSED
"click(findTestObject(""Page_Customer Details Form/input_Age_sub""))",Chrome 122.0.0.0,,,05-03-2024 12:31:03,05-03-2024 12:31:03,0.291s,PASSED
"verifyTextPresent(""Customer Details"", false)",Chrome 122.0.0.0,,,05-03-2024 12:31:03,05-03-2024 12:31:03,0.259s,PASSED
"takeScreenshot(""C:\xampp\htdocs\customer\img\TC04.png"")",Chrome 122.0.0.0,,,05-03-2024 12:31:03,05-03-2024 12:31:04,0.292s,PASSED
closeBrowser(),Chrome 122.0.0.0,,,05-03-2024 12:31:04,05-03-2024 12:31:04,0.094s,PASSED
,,,,,,,
Test Cases/UC01 - Katalon11Test/TC0105,Chrome 122.0.0.0,,,05-03-2024 12:31:04,05-03-2024 12:31:07,3.311s,PASSED
"openBrowser("""")",Chrome 122.0.0.0,,,05-03-2024 12:31:04,05-03-2024 12:31:04,0.553s,PASSED
"navigateToUrl(""http://127.0.0.1/customer/"")",Chrome 122.0.0.0,,,05-03-2024 12:31:04,05-03-2024 12:31:04,0.053s,PASSED
"setText(findTestObject(""Object Repository/Page_Customer Details Form/input_First Name_firstname""), ""johnjohnjohnjoh"")",Chrome 122.0.0.0,,,05-03-2024 12:31:04,05-03-2024 12:31:05,0.566s,PASSED
"setText(findTestObject(""Page_Customer Details Form/input_Last Name_lastname""), ""canoncan"")",Chrome 122.0.0.0,,,05-03-2024 12:31:05,05-03-2024 12:31:05,0.578s,PASSED
"setText(findTestObject(""Object Repository/Page_Customer Details Form/input_Age_age""), ""75"")",Chrome 122.0.0.0,,,05-03-2024 12:31:05,05-03-2024 12:31:06,0.558s,PASSED
"click(findTestObject(""Page_Customer Details Form/input_Age_sub""))",Chrome 122.0.0.0,,,05-03-2024 12:31:06,05-03-2024 12:31:06,0.279s,PASSED
"verifyTextPresent(""Customer Details"", false)",Chrome 122.0.0.0,,,05-03-2024 12:31:06,05-03-2024 12:31:07,0.251s,PASSED
"takeScreenshot(""C:\xampp\htdocs\customer\img\TC05.png"")",Chrome 122.0.0.0,,,05-03-2024 12:31:07,05-03-2024 12:31:07,0.329s,PASSED
closeBrowser(),Chrome 122.0.0.0,,,05-03-2024 12:31:07,05-03-2024 12:31:07,0.102s,PASSED
,,,,,,,
Test Cases/UC01 - Katalon11Test/TC0106,Chrome 122.0.0.0,,,05-03-2024 12:31:07,05-03-2024 12:31:10,3.378s,PASSED
"openBrowser("""")",Chrome 122.0.0.0,,,05-03-2024 12:31:07,05-03-2024 12:31:08,0.553s,PASSED
"navigateToUrl(""http://127.0.0.1/customer/"")",Chrome 122.0.0.0,,,05-03-2024 12:31:08,05-03-2024 12:31:08,0.049s,PASSED
"setText(findTestObject(""Object Repository/Page_Customer Details Form/input_First Name_firstname""), ""John"")",Chrome 122.0.0.0,,,05-03-2024 12:31:08,05-03-2024 12:31:08,0.577s,PASSED
"setText(findTestObject(""Page_Customer Details Form/input_Last Name_lastname""), ""canoncan"")",Chrome 122.0.0.0,,,05-03-2024 12:31:08,05-03-2024 12:31:09,0.577s,PASSED
"setText(findTestObject(""Object Repository/Page_Customer Details Form/input_Age_age""), ""75"")",Chrome 122.0.0.0,,,05-03-2024 12:31:09,05-03-2024 12:31:09,0.580s,PASSED
"click(findTestObject(""Page_Customer Details Form/input_Age_sub""))",Chrome 122.0.0.0,,,05-03-2024 12:31:09,05-03-2024 12:31:10,0.297s,PASSED
"verifyTextPresent(""Customer Details"", false)",Chrome 122.0.0.0,,,05-03-2024 12:31:10,05-03-2024 12:31:10,0.250s,PASSED
"takeScreenshot(""C:\xampp\htdocs\customer\img\TC06.png"")",Chrome 122.0.0.0,,,05-03-2024 12:31:10,05-03-2024 12:31:10,0.368s,PASSED
closeBrowser(),Chrome 122.0.0.0,,,05-03-2024 12:31:10,05-03-2024 12:31:10,0.090s,PASSED
,,,,,,,
Test Cases/UC01 - Katalon11Test/TC0108,Chrome 122.0.0.0,,,05-03-2024 12:31:10,05-03-2024 12:31:14,3.489s,PASSED
"openBrowser("""")",Chrome 122.0.0.0,,,05-03-2024 12:31:10,05-03-2024 12:31:11,0.551s,PASSED
"navigateToUrl(""http://127.0.0.1/customer/"")",Chrome 122.0.0.0,,,05-03-2024 12:31:11,05-03-2024 12:31:11,0.051s,PASSED
"setText(findTestObject(""Object Repository/Page_Customer Details Form/input_First Name_firstname""), ""johnjohn"")",Chrome 122.0.0.0,,,05-03-2024 12:31:11,05-03-2024 12:31:12,0.637s,PASSED
"setText(findTestObject(""Page_Customer Details Form/input_Last Name_lastname""), ""cano"")",Chrome 122.0.0.0,,,05-03-2024 12:31:12,05-03-2024 12:31:12,0.591s,PASSED
"setText(findTestObject(""Object Repository/Page_Customer Details Form/input_Age_age""), ""75"")",Chrome 122.0.0.0,,,05-03-2024 12:31:12,05-03-2024 12:31:13,0.563s,PASSED
"click(findTestObject(""Page_Customer Details Form/input_Age_sub""))",Chrome 122.0.0.0,,,05-03-2024 12:31:13,05-03-2024 12:31:13,0.297s,PASSED
"verifyTextPresent(""Customer Details"", false)",Chrome 122.0.0.0,,,05-03-2024 12:31:13,05-03-2024 12:31:13,0.255s,PASSED
"takeScreenshot(""C:\xampp\htdocs\customer\img\TC08.png"")",Chrome 122.0.0.0,,,05-03-2024 12:31:13,05-03-2024 12:31:14,0.403s,PASSED
closeBrowser(),Chrome 122.0.0.0,,,05-03-2024 12:31:14,05-03-2024 12:31:14,0.104s,PASSED
,,,,,,,
Test Cases/UC01 - Katalon11Test/TC0110,Chrome 122.0.0.0,,,05-03-2024 12:31:14,05-03-2024 12:31:17,3.453s,PASSED
"openBrowser("""")",Chrome 122.0.0.0,,,05-03-2024 12:31:14,05-03-2024 12:31:14,0.590s,PASSED
"navigateToUrl(""http://127.0.0.1/customer/"")",Chrome 122.0.0.0,,,05-03-2024 12:31:14,05-03-2024 12:31:15,0.046s,PASSED
"setText(findTestObject(""Object Repository/Page_Customer Details Form/input_First Name_firstname""), ""johnjohn"")",Chrome 122.0.0.0,,,05-03-2024 12:31:15,05-03-2024 12:31:15,0.624s,PASSED
"setText(findTestObject(""Page_Customer Details Form/input_Last Name_lastname""), ""canoncan"")",Chrome 122.0.0.0,,,05-03-2024 12:31:15,05-03-2024 12:31:16,0.604s,PASSED
"setText(findTestObject(""Object Repository/Page_Customer Details Form/input_Age_age""), ""0"")",Chrome 122.0.0.0,,,05-03-2024 12:31:16,05-03-2024 12:31:16,0.539s,PASSED
"click(findTestObject(""Page_Customer Details Form/input_Age_sub""))",Chrome 122.0.0.0,,,05-03-2024 12:31:16,05-03-2024 12:31:17,0.296s,PASSED
"verifyTextPresent(""Customer Details"", false)",Chrome 122.0.0.0,,,05-03-2024 12:31:17,05-03-2024 12:31:17,0.244s,PASSED
"takeScreenshot(""C:\xampp\htdocs\customer\img\TC10.png"")",Chrome 122.0.0.0,,,05-03-2024 12:31:17,05-03-2024 12:31:17,0.378s,PASSED
closeBrowser(),Chrome 122.0.0.0,,,05-03-2024 12:31:17,05-03-2024 12:31:17,0.098s,PASSED
,,,,,,,
Test Cases/UC01 - Katalon11Test/TC0111,Chrome 122.0.0.0,,,05-03-2024 12:31:17,05-03-2024 12:31:21,3.393s,PASSED
"openBrowser("""")",Chrome 122.0.0.0,,,05-03-2024 12:31:17,05-03-2024 12:31:18,0.555s,PASSED
"navigateToUrl(""http://127.0.0.1/customer/"")",Chrome 122.0.0.0,,,05-03-2024 12:31:18,05-03-2024 12:31:18,0.044s,PASSED
"setText(findTestObject(""Object Repository/Page_Customer Details Form/input_First Name_firstname""), ""johnjohn"")",Chrome 122.0.0.0,,,05-03-2024 12:31:18,05-03-2024 12:31:19,0.599s,PASSED
"setText(findTestObject(""Page_Customer Details Form/input_Last Name_lastname""), ""canoncan"")",Chrome 122.0.0.0,,,05-03-2024 12:31:19,05-03-2024 12:31:19,0.607s,PASSED
"setText(findTestObject(""Object Repository/Page_Customer Details Form/input_Age_age""), ""151"")",Chrome 122.0.0.0,,,05-03-2024 12:31:19,05-03-2024 12:31:20,0.551s,PASSED
"click(findTestObject(""Page_Customer Details Form/input_Age_sub""))",Chrome 122.0.0.0,,,05-03-2024 12:31:20,05-03-2024 12:31:20,0.288s,PASSED
"verifyTextPresent(""Customer Details"", false)",Chrome 122.0.0.0,,,05-03-2024 12:31:20,05-03-2024 12:31:20,0.241s,PASSED
"takeScreenshot(""C:\xampp\htdocs\customer\img\TC11.png"")",Chrome 122.0.0.0,,,05-03-2024 12:31:20,05-03-2024 12:31:21,0.364s,PASSED
closeBrowser(),Chrome 122.0.0.0,,,05-03-2024 12:31:21,05-03-2024 12:31:21,0.110s,PASSED
